Participant,Time to Receive,Size of Message,Data size on server
Participant2,3,1,935
Participant3,4,1,1476
Participant4,3,1,2017
Participant5,3,1,2558
Participant6,4,1,3099
Participant7,4,1,3639
Participant8,4,1,4173
Participant9,5,1,4711
Participant10,3,1,5251
Participant11,4,1,5786
Participant3,3,2,6672
Participant4,13,2,7558
Participant5,12,2,8454
Participant6,14,2,9335
Participant7,15,2,10221
Participant8,8,2,11106
Participant9,16,2,11993
Participant10,4,2,12878
Participant11,16,2,13758
Participant4,19,5,15698
Participant5,17,5,17636
Participant6,16,5,19577
Participant7,18,5,21516
Participant8,12,5,23452
Participant9,28,5,25392
Participant10,16,5,27339
Participant11,18,5,29270
Participant5,54,12,33657
Participant6,51,12,38048
Participant7,55,12,42439
Participant8,61,12,46829
Participant9,50,12,51223
Participant10,51,12,55606
Participant11,49,12,59992
Participant6,120,29,70327
Participant7,139,29,80661
Participant8,142,29,90999
Participant9,128,29,101335
Participant10,131,29,111674
Participant11,126,29,122016
Participant7,338,70,146359
Participant8,317,70,170700
Participant9,305,70,195035
Participant10,372,70,219374
Participant11,303,70,243711
Participant8,657,168,301652
Participant9,702,168,359592
Participant10,673,168,417528
Participant11,685,168,475468
Participant9,1639,402,613554
Participant10,1605,402,751649
Participant11,1626,402,889735
Participant10,3869,960,1219274
Participant11,4051,960,1548810
Participant11,10083,2291,2335099
Participant4,159,1,2335640
Participant8,168,1,2336174
Participant6,210,1,2336713
Participant11,145,1,2337250
,209,1,2337788
Participant2,203,1,2338326
Participant3,183,1,2338863
Participant10,196,1,2339401
Participant7,177,1,2339932
Participant9,166,1,2340465
Participant7,172,1,2341003
Participant3,257,1,2341540
Participant4,213,1,2342069
Participant6,241,1,2342603
Participant2,225,1,2343139
Participant12,161,1,2343681
Participant5,251,1,2344219
Participant9,285,1,2344759
,421,1,2345306
Participant11,220,1,2345847
,234,1,2346380
Participant8,222,1,2346919
Participant10,196,1,2347448
Participant11,193,1,2347989
Participant12,192,1,2348524
Participant4,208,1,2349060
Participant9,176,1,2349603
Participant3,252,1,2350144
Participant13,174,1,2350680
Participant7,194,1,2351225
,186,1,2351767
Participant2,195,1,2352304
Participant12,169,1,2352845
Participant3,275,1,2353384
Participant6,385,1,2353925
Participant13,169,1,2354467
Participant14,172,1,2355009
Participant5,259,1,2355550
Participant11,174,1,2356092
Participant8,153,1,2356632
