Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
 to 8102,67,109,344,1,946
 to 8103,78,109,344,1,1487
 to 8104,84,108,344,1,2021
 to 8105,69,109,344,1,2561
 to 8106,51,109,344,1,3086
 to 8107,47,109,344,1,3618
 to 8108,47,109,344,1,4155
 to 8109,54,108,344,1,4699
 to 8110,41,107,344,1,5236
 to 8111,44,109,344,1,5781
Participant2 to 8103,69,465,694,2,6675
Participant2 to 8104,75,465,694,2,7568
Participant2 to 8105,54,465,694,2,8450
Participant2 to 8106,46,465,694,2,9346
Participant2 to 8107,42,464,694,2,10227
Participant2 to 8108,47,465,694,2,11114
Participant2 to 8109,54,465,694,2,12000
Participant2 to 8110,69,465,694,2,12881
Participant2 to 8111,49,464,694,2,13767
Participant3 to 8104,99,1172,1744,5,15694
Participant3 to 8105,53,1172,1744,5,17642
Participant3 to 8106,59,1172,1744,5,19577
Participant3 to 8107,69,1172,1744,5,21516
Participant3 to 8108,69,1171,1744,5,23455
Participant3 to 8109,68,1172,1744,5,25398
Participant3 to 8110,69,1172,1744,5,27329
Participant3 to 8111,85,1172,1744,5,29265
Participant4 to 8105,135,2946,4194,12,33659
Participant4 to 8106,116,2946,4194,12,38042
Participant4 to 8107,111,2946,4194,12,42430
Participant4 to 8108,139,2945,4194,12,46821
Participant4 to 8109,138,2946,4194,12,51205
Participant4 to 8110,116,2946,4194,12,55589
Participant4 to 8111,130,2946,4194,12,59976
Participant5 to 8106,193,7217,10144,29,70320
Participant5 to 8107,169,7217,10144,29,80650
Participant5 to 8108,184,7217,10144,29,90992
Participant5 to 8109,200,7217,10144,29,101326
Participant5 to 8110,200,7215,10144,29,111667
Participant5 to 8111,183,7217,10144,29,121996
Participant6 to 8107,374,17513,24144,70,146337
Participant6 to 8108,382,17514,24144,70,170674
Participant6 to 8109,501,17514,24144,70,195016
Participant6 to 8110,430,17514,24144,70,219353
Participant6 to 8111,384,17514,24144,70,243693
Participant7 to 8108,771,42060,57744,168,301629
Participant7 to 8109,814,42059,57744,168,359570
Participant7 to 8110,836,42060,57744,168,417507
Participant7 to 8111,861,42060,57744,168,475439
Participant8 to 8109,1892,100686,137894,402,613524
Participant8 to 8110,1916,100686,137894,402,751612
Participant8 to 8111,2030,100686,137894,402,889704
Participant9 to 8110,4791,240671,329344,960,1219245
Participant9 to 8111,4816,240671,329344,960,1548792
Participant10 to 8111,12471,575082,786444,2292,2335433
Participant12 to 8101,4104,122,344,1,2335966
Participant12 to 8108,3701,122,344,1,2336499
Participant12 to 8104,3761,122,344,1,2337039
Participant12 to 8102,4559,121,344,1,2337579
Participant12 to 8105,4041,122,344,1,2338123
Participant12 to 8109,913,122,344,1,2338660
Participant12 to 8111,800,122,344,1,2339201
Participant12 to 8106,784,122,344,1,2339741
Participant12 to 8103,1086,122,344,1,2340280
Participant12 to 8107,687,122,344,1,2340822
Participant13 to 8104,10184,122,344,1,2341364
Participant13 to 8110,10680,121,344,1,2341896
Participant13 to 8112,11538,122,344,1,2342442
Participant13 to 8101,2760,122,344,1,2342980
Participant13 to 8102,1892,122,344,1,2343517
Participant13 to 8103,1515,121,344,1,2344063
Participant13 to 8106,1159,122,344,1,2344602
Participant13 to 8107,754,122,344,1,2345140
Participant13 to 8105,1453,122,344,1,2345678
Participant13 to 8111,811,122,344,1,2346216
Participant14 to 8111,15988,122,344,1,2346759
Participant14 to 8105,4148,121,344,1,2347291
Participant14 to 8106,1459,122,344,1,2347834
Participant14 to 8102,3236,122,344,1,2348373
Participant14 to 8108,3557,122,344,1,2348912
Participant14 to 8113,3530,122,344,1,2349456
Participant14 to 8110,7591,122,344,1,2349993
Participant14 to 8109,721,122,344,1,2350531
Participant14 to 8112,3149,120,344,1,2351064
Participant14 to 8104,1748,121,344,1,2351609
Participant15 to 8103,19816,122,344,1,2352144
Participant15 to 8106,1935,122,344,1,2352683
Participant15 to 8107,2382,122,344,1,2353222
Participant15 to 8101,3611,122,344,1,2353768
Participant15 to 8109,2601,121,344,1,2354296
Participant15 to 8108,2612,122,344,1,2354830
Participant15 to 8102,2601,122,344,1,2355371
Participant15 to 8111,3179,121,344,1,2355917
Participant15 to 8105,1868,120,344,1,2356458
Participant15 to 8110,1038,122,344,1,2357000
