Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant13 to 8108,15966,5114,6994,20,
participant13 to 8101,15748,5114,6994,20,
participant13 to 8110,15692,5114,6994,20,
participant13 to 8111,15828,5114,6994,20,
participant13 to 8104,17056,5114,6994,20,
participant13 to 8107,15734,5114,6994,20,
participant13 to 8102,15828,5114,6994,20,
participant13 to 8112,15780,5114,6994,20,
participant13 to 8109,15828,5114,6994,20,
participant14 to 8102,17223,5114,6994,20,
participant14 to 8107,15803,5114,6994,20,
participant14 to 8105,15711,5114,6994,20,
participant14 to 8110,15737,5114,6994,20,
participant14 to 8101,16070,5114,6994,20,
participant14 to 8103,15907,5114,6994,20,
participant14 to 8106,15969,5114,6994,20,
participant14 to 8111,16703,5114,6994,20,
participant14 to 8104,16066,5114,6994,20,
participant14 to 8113,15733,5114,6994,20,
participant15 to 8101,16546,5114,6994,20,
participant15 to 8109,15735,5114,6994,20,
participant15 to 8112,15771,5114,6994,20,
participant15 to 8102,15670,5114,6994,20,
participant15 to 8105,15745,5114,6994,20,
participant15 to 8110,15716,5114,6994,20,
participant15 to 8107,46250,5114,6994,20,
participant15 to 8113,15682,5114,6994,20,
participant15 to 8108,15806,5114,6994,20,
participant15 to 8111,15708,5114,6994,20,
participant16 to 8108,17192,5114,6994,20,
participant16 to 8110,16072,5114,6994,20,
participant16 to 8107,15724,5114,6994,20,
participant16 to 8102,31720,5114,6994,20,
participant16 to 8115,17410,5114,6994,20,
participant16 to 8112,15702,5114,6994,20,
participant16 to 8111,15949,5114,6994,20,
participant16 to 8105,16458,5114,6994,20,
participant16 to 8103,16065,5114,6994,20,
participant16 to 8113,16363,5114,6994,20,
participant17 to 8112,16380,5114,6994,20,
participant17 to 8107,15975,5114,6994,20,
participant17 to 8109,16362,5114,6994,20,
participant17 to 8108,15801,5114,6994,20,
participant17 to 8105,16084,5114,6994,20,
participant17 to 8114,16757,5114,6994,20,
participant17 to 8102,15808,5114,6994,20,
participant17 to 8111,15736,5114,6994,20,
participant17 to 8103,30933,5114,6994,20,
participant17 to 8116,15993,5114,6994,20,
participant18 to 8110,16433,5114,6994,20,
participant18 to 8101,15793,5114,6994,20,
participant18 to 8111,15855,5114,6994,20,
participant18 to 8103,16710,5114,6994,20,
participant18 to 8108,15742,5114,6994,20,
participant18 to 8114,16620,5114,6994,20,
participant18 to 8107,15931,5114,6994,20,
participant18 to 8113,45742,5114,6994,20,
participant18 to 8104,15846,5114,6994,20,
participant18 to 8116,15832,5114,6994,20,
participant19 to 8104,16630,5114,6994,20,
participant19 to 8102,15870,5114,6994,20,
participant19 to 8113,15839,5114,6994,20,
participant19 to 8108,16587,5114,6994,20,
participant19 to 8109,15980,5114,6994,20,
participant19 to 8110,15722,5114,6994,20,
participant19 to 8118,16113,5114,6994,20,
participant19 to 8103,16531,5114,6994,20,
participant19 to 8107,16318,5114,6994,20,
participant19 to 8116,15698,5114,6994,20,
participant20 to 8108,16432,5114,6994,20,
participant20 to 8117,15818,5114,6994,20,
participant20 to 8118,16068,5114,6994,20,
participant20 to 8107,17270,5114,6994,20,
participant20 to 8109,15896,5114,6994,20,
participant20 to 8110,16227,5114,6994,20,
participant20 to 8111,15832,5114,6994,20,
participant20 to 8101,15958,5114,6994,20,
participant20 to 8112,15947,5114,6994,20,
participant20 to 8103,15786,5114,6994,20,
