Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant1 to 8102,17966,5113,6994,20,
participant1 to 8103,16327,5113,6994,20,
participant1 to 8104,16088,5113,6994,20,
participant1 to 8105,30955,5113,6994,20,
participant1 to 8106,1653,5113,6994,20,
participant1 to 8107,31933,5113,6994,20,
participant1 to 8108,16819,5113,6994,20,
participant2 to 8103,17332,5113,6994,20,
participant2 to 8104,15701,5113,6994,20,
participant2 to 8105,16075,5113,6994,20,
participant2 to 8106,15702,5113,6994,20,
participant2 to 8107,15948,5113,6994,20,
participant2 to 8108,16196,5113,6994,20,
participant3 to 8104,15719,5113,6994,20,
participant3 to 8105,15779,5113,6994,20,
participant3 to 8106,46850,5113,6994,20,
participant3 to 8107,46668,5113,6994,20,
participant3 to 8108,31787,5113,6994,20,
participant4 to 8105,16051,5113,6994,20,
participant4 to 8106,60816,5113,6994,20,
participant4 to 8107,47398,5113,6994,20,
participant4 to 8108,15866,5113,6994,20,
participant5 to 8106,31765,5113,6994,20,
participant5 to 8107,16591,5113,6994,20,
participant5 to 8108,16611,5113,6994,20,
participant6 to 8107,15823,5113,6994,20,
participant6 to 8108,30758,5113,6994,20,
participant7 to 8108,18216,5113,6994,20,
participant9 to 8104,15868,5113,6994,20,
participant9 to 8105,46862,5113,6994,20,
participant9 to 8101,15839,5113,6994,20,
participant9 to 8102,30807,5113,6994,20,
participant9 to 8106,15822,5113,6994,20,
participant9 to 8103,30922,5113,6994,20,
participant9 to 8107,15958,5113,6994,20,
participant10 to 8103,16097,5114,6994,20,
participant10 to 8107,15912,5114,6994,20,
participant10 to 8109,17921,5114,6994,20,
participant10 to 8108,30926,5114,6994,20,
participant10 to 8104,15851,5114,6994,20,
participant10 to 8105,16113,5114,6994,20,
participant10 to 8102,31888,5114,6994,20,
participant11 to 8101,16107,5114,6994,20,
participant11 to 8110,31970,5114,6994,20,
participant11 to 8102,46079,5114,6994,20,
participant11 to 8107,16420,5114,6994,20,
participant11 to 8109,15877,5114,6994,20,
participant11 to 8103,32125,5114,6994,20,
participant11 to 8104,16084,5114,6994,20,
participant12 to 8110,18246,5114,6994,20,
participant12 to 8111,18365,5114,6994,20,
participant12 to 8103,16590,5114,6994,20,
participant12 to 8105,15768,5114,6994,20,
participant12 to 8108,30987,5114,6994,20,
participant12 to 8104,17049,5114,6994,20,
participant12 to 8107,46141,5114,6994,20,
participant13 to 8110,30876,5114,6994,20,
participant13 to 8103,45997,5114,6994,20,
participant13 to 8111,15973,5114,6994,20,
participant13 to 8108,17365,5114,6994,20,
participant13 to 8112,15938,5114,6994,20,
participant13 to 8106,17587,5114,6994,20,
participant13 to 8109,30862,5114,6994,20,
participant14 to 8110,31247,5114,6994,20,
participant14 to 8105,15901,5114,6994,20,
participant14 to 8101,30848,5114,6994,20,
participant14 to 8104,15793,5114,6994,20,
participant14 to 8102,15847,5114,6994,20,
participant14 to 8112,31031,5114,6994,20,
participant14 to 8111,16266,5114,6994,20,
participant15 to 8107,15818,5114,6994,20,
participant15 to 8112,16109,5114,6994,20,
participant15 to 8110,16034,5114,6994,20,
participant15 to 8102,15898,5114,6994,20,
participant15 to 8108,46382,5114,6994,20,
participant15 to 8104,30853,5114,6994,20,
participant15 to 8105,15830,5114,6994,20,
participant16 to 8112,16721,5114,6994,20,
participant16 to 8109,15707,5114,6994,20,
participant16 to 8114,76113,5114,6994,20,
participant16 to 8108,45949,5114,6994,20,
participant16 to 8103,15744,5114,6994,20,
participant16 to 8111,45854,5114,6994,20,
participant16 to 8107,15838,5114,6994,20,
participant17 to 8104,17054,5114,6994,20,
participant17 to 8113,16269,5114,6994,20,
participant17 to 8112,16279,5114,6994,20,
participant17 to 8101,15774,5114,6994,20,
participant17 to 8107,15773,5114,6994,20,
participant17 to 8102,31246,5114,6994,20,
participant17 to 8109,16895,5114,6994,20,
participant18 to 8102,32092,5114,6994,20,
participant18 to 8101,16735,5114,6994,20,
participant18 to 8110,30810,5114,6994,20,
participant18 to 8108,15830,5114,6994,20,
participant18 to 8104,31242,5114,6994,20,
participant18 to 8106,45892,5114,6994,20,
participant18 to 8114,15908,5114,6994,20,
participant19 to 8109,17620,5114,6994,20,
participant19 to 8105,33015,5114,6994,20,
participant19 to 8116,17824,5114,6994,20,
participant19 to 8114,15744,5114,6994,20,
participant19 to 8106,30872,5114,6994,20,
participant19 to 8115,30831,5114,6994,20,
participant19 to 8110,15806,5114,6994,20,
participant20 to 8113,16004,5114,6994,20,
participant20 to 8102,30795,5114,6994,20,
participant20 to 8110,33291,5114,6994,20,
participant20 to 8101,17854,5114,6994,20,
participant20 to 8114,45707,5114,6994,20,
participant20 to 8105,15904,5114,6994,20,
participant20 to 8112,16916,5114,6994,20,
