Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
Participant5 to 8110,900,7198,10144,29,150486
Participant5 to 8111,802,7198,10144,29,160834
Participant5 to 8112,1045,7197,10144,29,171168
Participant5 to 8113,1001,7198,10144,29,181502
Participant5 to 8114,924,7198,10144,29,191840
Participant5 to 8115,976,7198,10144,29,202182
Participant5 to 8116,975,7198,10144,29,212516
Participant6 to 8107,1589,17514,24144,70,236850
Participant6 to 8108,1712,17512,24144,70,261190
Participant6 to 8109,1775,17514,24144,70,285524
Participant6 to 8110,2542,17512,24144,70,309857
Participant6 to 8111,1852,17514,24144,70,334194
Participant6 to 8112,2313,17514,24144,70,358537
Participant6 to 8113,2362,17514,24144,70,382884
Participant6 to 8114,2974,17514,24144,70,407217
Participant6 to 8115,2382,17514,24144,70,431553
Participant6 to 8116,2128,17514,24144,70,455889
Participant7 to 8108,7527,42040,57744,168,513834
Participant7 to 8109,5072,42040,57744,168,571772
Participant7 to 8110,2785,42041,57744,168,629714
Participant7 to 8111,1996,42041,57744,168,687647
Participant7 to 8112,1828,42041,57744,168,745578
Participant7 to 8113,1918,42041,57744,168,803509
Participant7 to 8114,2196,42041,57744,168,861445
Participant7 to 8115,2085,42041,57744,168,919380
Participant7 to 8116,1002,42041,57744,168,977307
Participant8 to 8109,16560,100678,137894,402,1115395
Participant8 to 8110,9903,100677,137894,402,1253484
Participant8 to 8111,6439,100678,137894,402,1391562
Participant8 to 8112,6872,100678,137894,402,1529647
Participant8 to 8113,10798,100678,137894,402,1667740
Participant8 to 8114,7571,100678,137894,402,1805831
Participant8 to 8115,8618,100677,137894,402,1943926
Participant8 to 8116,12915,100678,137894,402,2082012
Participant9 to 8110,30147,240734,329344,960,2411546
Participant9 to 8111,28043,240738,329344,960,2741087
Participant9 to 8112,18805,240738,329344,960,3070625
Participant9 to 8113,20539,240737,329344,960,3400159
Participant9 to 8114,33729,240738,329344,960,3729699
Participant9 to 8115,32062,240738,329344,960,4059237
Participant9 to 8116,33067,240738,329344,960,4388780
Participant10 to 8111,16348,575127,786444,2292,5175425
Participant10 to 8112,17330,575128,786444,2292,5962070
Participant10 to 8113,19503,575128,786444,2292,6748702
Participant10 to 8114,13246,575128,786444,2292,7535345
Participant10 to 8115,12672,575128,786444,2292,8321982
Participant10 to 8116,12706,575128,786444,2292,9108625
Participant11 to 8112,40319,1373520,1878094,5475,10986913
Participant11 to 8113,40979,1373519,1878094,5475,12865200
Participant11 to 8114,36567,1373520,1878094,5475,14743496
Participant11 to 8115,38123,1373520,1878094,5475,16621790
Participant11 to 8116,39572,1373519,1878094,5475,18500083
Participant12 to 8113,163775,3279846,4484194,13073,22984473
Participant12 to 8114,141761,3279846,4484194,13073,27468860
Participant12 to 8115,129408,3279846,4484194,13073,31953244
Participant12 to 8116,133908,3279845,4484194,13073,36437626
Participant13 to 8114,635378,7831979,10707894,31218,47145712
Participant13 to 8115,552143,7831980,10707894,31218,57853810
Participant13 to 8116,535476,7831978,10707894,31218,68561899
Participant14 to 8115,2114098,18702995,25570644,74549,94132738
Participant14 to 8116,2056406,18702995,25570644,74549,119703575
Participant15 to 8116,10407414,44661178,61060294,178018,180764054
Participant17 to 8110,108969,122,344,1,180764593
