Participant,Time to Receive,Size of Message,Data size on server
Participant2,4,1,934
Participant3,11,1,1466
Participant4,9,1,2003
Participant5,3,1,2544
Participant6,9,1,3085
Participant3,17,2,3977
Participant4,12,2,4864
Participant5,29,2,5753
Participant6,15,2,6640
Participant4,33,5,8577
Participant5,29,5,10519
Participant6,29,5,12456
Participant5,64,12,16843
Participant6,62,12,21229
Participant6,107,29,31567
Participant6,2,1,32099
Participant3,7,1,32642
Participant4,1,1,33178
Participant2,3,1,33713
,2,1,34251
Participant5,9,1,34791
,16,1,35333
Participant2,16,1,35878
Participant6,16,1,36420
Participant7,4,1,36956
Participant6,15,1,37493
Participant4,15,1,38034
Participant3,15,1,38570
,2,1,39105
Participant2,4,1,39648
Participant9,3,1,40187
Participant6,2,1,40724
Participant8,4,1,41261
Participant4,2,1,41794
Participant7,3,1,42328
Participant5,2,1,42867
Participant6,17,1,43400
Participant3,2,1,43943
Participant2,2,1,44473
Participant10,7,1,45007
Participant3,12,1,45542
Participant10,18,1,46084
Participant5,15,1,46620
,1,1,47152
Participant2,13,1,47687
Participant6,14,1,48231
Participant7,18,1,48761
Participant4,2,1,49306
,4,1,49842
Participant2,11,1,50382
Participant6,7,1,50923
Participant10,2,1,51458
,2,1,51998
Participant2,2,1,52525
Participant9,1,1,53058
Participant6,15,1,53604
,1,1,54146
Participant4,6,1,54679
Participant11,2,1,55221
Participant5,5,1,55765
