Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant14 to 8108,16240,5114,6994,20,
participant14 to 8106,15737,5114,6994,20,
participant14 to 8113,16131,5114,6994,20,
participant14 to 8103,15704,5114,6994,20,
participant14 to 8102,15784,5114,6994,20,
participant14 to 8105,15763,5114,6994,20,
participant14 to 8101,30833,5114,6994,20,
participant14 to 8111,30761,5114,6994,20,
participant15 to 8101,15669,5114,6994,20,
participant15 to 8113,16756,5114,6994,20,
participant15 to 8112,16780,5114,6994,20,
participant15 to 8104,15708,5114,6994,20,
participant15 to 8107,46737,5114,6994,20,
participant15 to 8108,15982,5114,6994,20,
participant15 to 8109,15861,5114,6994,20,
participant15 to 8106,15706,5114,6994,20,
participant15 to 8102,16763,5114,6994,20,
participant15 to 8110,15763,5114,6994,20,
participant16 to 8105,16874,5114,6994,20,
participant16 to 8111,15724,5114,6994,20,
participant16 to 8104,15804,5114,6994,20,
participant16 to 8109,15960,5114,6994,20,
participant16 to 8108,15863,5114,6994,20,
participant16 to 8115,15920,5114,6994,20,
participant16 to 8112,16244,5114,6994,20,
participant16 to 8106,15794,5114,6994,20,
participant16 to 8110,30719,5114,6994,20,
participant16 to 8113,16697,5114,6994,20,
participant17 to 8109,17012,5114,6994,20,
participant17 to 8104,16192,5114,6994,20,
participant17 to 8102,15804,5114,6994,20,
participant17 to 8112,15842,5114,6994,20,
participant17 to 8103,16189,5114,6994,20,
participant17 to 8105,15863,5114,6994,20,
participant17 to 8111,30963,5114,6994,20,
participant17 to 8108,16740,5114,6994,20,
participant17 to 8110,16612,5114,6994,20,
participant17 to 8113,16296,5114,6994,20,
participant18 to 8110,16236,5114,6994,20,
participant18 to 8105,31650,5114,6994,20,
participant18 to 8111,15801,5114,6994,20,
participant18 to 8107,15893,5114,6994,20,
participant18 to 8106,17497,5114,6994,20,
participant18 to 8108,16082,5114,6994,20,
participant18 to 8116,17056,5114,6994,20,
participant18 to 8113,15876,5114,6994,20,
participant18 to 8101,30972,5114,6994,20,
participant18 to 8115,15843,5114,6994,20,
participant19 to 8104,16075,5114,6994,20,
participant19 to 8102,15723,5114,6994,20,
participant19 to 8108,16999,5114,6994,20,
participant19 to 8113,15825,5114,6994,20,
participant19 to 8106,61171,5114,6994,20,
participant19 to 8109,16733,5114,6994,20,
participant19 to 8114,16239,5114,6994,20,
participant19 to 8107,15771,5114,6994,20,
participant19 to 8101,30928,5114,6994,20,
participant19 to 8105,16712,5114,6994,20,
participant20 to 8102,16325,5114,6994,20,
participant20 to 8109,18176,5114,6994,20,
participant20 to 8114,15711,5114,6994,20,
participant20 to 8108,15823,5114,6994,20,
participant20 to 8118,15959,5114,6994,20,
participant20 to 8110,16255,5114,6994,20,
participant20 to 8117,15713,5114,6994,20,
participant20 to 8113,16337,5114,6994,20,
participant20 to 8115,15869,5114,6994,20,
participant20 to 8105,30778,5114,6994,20,
