Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant1 to 8102,33685,5113,6994,20,
participant1 to 8103,31018,5113,6994,20,
participant1 to 8104,16088,5113,6994,20,
participant1 to 8105,31529,5113,6994,20,
participant1 to 8106,16913,5113,6994,20,
participant1 to 8107,1216,5113,6994,20,
participant1 to 8108,17436,5113,6994,20,
participant1 to 8109,30908,5113,6994,20,
participant1 to 8110,15817,5113,6994,20,
participant1 to 8111,15718,5113,6994,20,
participant2 to 8103,16232,5113,6994,20,
participant2 to 8104,15749,5113,6994,20,
participant2 to 8105,32255,5113,6994,20,
participant2 to 8106,16799,5113,6994,20,
participant2 to 8107,31648,5113,6994,20,
participant2 to 8108,16113,5113,6994,20,
participant2 to 8109,31140,5113,6994,20,
participant2 to 8110,15829,5113,6994,20,
participant2 to 8111,31294,5113,6994,20,
participant3 to 8104,46582,5113,6994,20,
participant3 to 8105,16357,5113,6994,20,
participant3 to 8106,17733,5113,6994,20,
participant3 to 8107,16235,5113,6994,20,
participant3 to 8108,16843,5113,6994,20,
participant3 to 8109,31309,5113,6994,20,
participant3 to 8110,91878,5113,6994,20,
participant3 to 8111,16152,5113,6994,20,
participant4 to 8105,33840,5113,6994,20,
participant4 to 8106,15780,5113,6994,20,
participant4 to 8107,15780,5113,6994,20,
participant4 to 8108,15800,5113,6994,20,
participant4 to 8109,30801,5113,6994,20,
participant4 to 8110,31734,5113,6994,20,
participant4 to 8111,17839,5113,6994,20,
participant5 to 8106,16683,5113,6994,20,
participant5 to 8107,15823,5113,6994,20,
participant5 to 8108,16338,5113,6994,20,
participant5 to 8109,16175,5113,6994,20,
participant5 to 8110,16381,5113,6994,20,
participant5 to 8111,17293,5113,6994,20,
participant6 to 8107,16741,5113,6994,20,
participant6 to 8108,17760,5113,6994,20,
participant6 to 8109,45998,5113,6994,20,
participant6 to 8110,15695,5113,6994,20,
participant6 to 8111,46545,5113,6994,20,
participant7 to 8108,15987,5113,6994,20,
participant7 to 8109,20894,5113,6994,20,
participant7 to 8110,31210,5113,6994,20,
participant7 to 8111,16135,5113,6994,20,
participant8 to 8109,46994,5113,6994,20,
participant8 to 8110,17820,5113,6994,20,
participant8 to 8111,15893,5113,6994,20,
participant9 to 8110,16797,5113,6994,20,
participant9 to 8111,16744,5113,6994,20,
participant10 to 8111,16339,5114,6994,20,
participant12 to 8106,15753,5114,6994,20,
participant12 to 8110,16856,5114,6994,20,
participant12 to 8109,15795,5114,6994,20,
participant12 to 8102,16069,5114,6994,20,
participant12 to 8105,15791,5114,6994,20,
