Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant1 to 8102,18862,5113,6994,20,
participant1 to 8103,33323,5113,6994,20,
participant2 to 8103,18955,5113,6994,20,
participant1 to 8102,19031,5113,6994,20,
participant1 to 8103,17405,5113,6994,20,
participant2 to 8103,15953,5113,6994,20,
participant1 to 8102,38504,5113,6994,20,
participant1 to 8103,18650,5113,6994,20,
participant2 to 8103,19970,5113,6994,20,
participant1 to 8102,17936,5113,6994,20,
participant1 to 8103,17198,5113,6994,20,
participant2 to 8103,16463,5113,6994,20,
participant1 to 8102,5624,5113,6994,20,
participant1 to 8103,20401,5113,6994,20,
participant2 to 8103,19303,5113,6994,20,
participant1 to 8102,47776,5113,6994,20,
participant1 to 8103,17513,5113,6994,20,
participant1 to 8104,17219,5113,6994,20,
participant1 to 8105,31639,5113,6994,20,
participant1 to 8106,16987,5113,6994,20,
participant1 to 8107,16717,5113,6994,20,
participant1 to 8108,16666,5113,6994,20,
participant1 to 8109,17164,5113,6994,20,
participant1 to 8110,31570,5113,6994,20,
participant1 to 8111,16705,5113,6994,20,
participant2 to 8103,30835,5113,6994,20,
participant2 to 8104,15870,5113,6994,20,
participant2 to 8105,16685,5113,6994,20,
participant2 to 8106,15978,5113,6994,20,
participant2 to 8107,31721,5113,6994,20,
participant2 to 8108,16008,5113,6994,20,
participant2 to 8109,16829,5113,6994,20,
participant2 to 8110,15975,5113,6994,20,
participant2 to 8111,15855,5113,6994,20,
participant3 to 8104,17329,5113,6994,20,
participant3 to 8105,15962,5113,6994,20,
participant3 to 8106,15777,5113,6994,20,
participant3 to 8107,15901,5113,6994,20,
participant3 to 8108,15826,5113,6994,20,
participant3 to 8109,16078,5113,6994,20,
participant3 to 8110,15702,5113,6994,20,
participant3 to 8111,16667,5113,6994,20,
participant4 to 8105,30840,5113,6994,20,
participant4 to 8106,15737,5113,6994,20,
participant4 to 8107,30994,5113,6994,20,
participant4 to 8108,15938,5113,6994,20,
participant4 to 8109,16071,5113,6994,20,
participant4 to 8110,15937,5113,6994,20,
participant4 to 8111,30772,5113,6994,20,
participant5 to 8106,17190,5113,6994,20,
participant5 to 8107,16192,5113,6994,20,
participant5 to 8108,16070,5113,6994,20,
participant5 to 8109,15940,5113,6994,20,
participant5 to 8110,30824,5113,6994,20,
participant5 to 8111,45922,5113,6994,20,
participant6 to 8107,31018,5113,6994,20,
participant6 to 8108,15849,5113,6994,20,
participant6 to 8109,16244,5113,6994,20,
participant6 to 8110,45922,5113,6994,20,
participant6 to 8111,16567,5113,6994,20,
participant7 to 8108,16920,5113,6994,20,
